
List of user-set options:

                                    Name   Value                used
                   hessian_approximation = limited-memory        yes
                           linear_solver = ma57                  yes
                  ma57_automatic_scaling = yes                   yes
                                max_iter = 8000                  yes
                             mu_strategy = adaptive              yes
                             output_file = orbitTransferIPOPTinfo.txt  yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                     tol = 1e-08                 yes
This is Ipopt version trunk, running with linear solver ma57.

Number of nonzeros in equality constraint Jacobian...:     5847
Number of nonzeros in inequality constraint Jacobian.:        1
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     1022
                     variables with only lower bounds:        0
                variables with lower and upper bounds:     1022
                     variables with only upper bounds:        0
Total number of equality constraints.................:      768
Total number of inequality constraints...............:        1
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        0
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 170 -9.0714130e-01 1.82e-05 9.25e-05  -6.3 4.27e-03    -  1.00e+00 1.00e+00h  1
 171 -9.0714100e-01 7.44e-05 7.20e-05  -6.3 8.62e-03    -  1.00e+00 1.00e+00h  1
 172 -9.0713419e-01 5.14e-06 1.64e-03  -6.3 1.28e-01    -  1.00e+00 1.00e+00H  1
 173 -9.0715104e-01 3.03e-03 2.25e-03  -6.3 5.50e-02    -  1.00e+00 1.00e+00h  1
 174 -9.0713984e-01 2.90e-05 2.83e-04  -6.3 1.07e-01    -  1.00e+00 1.00e+00H  1
 175 -9.0706308e-01 2.86e-08 6.81e-04  -6.3 9.85e-02    -  1.00e+00 1.00e+00H  1
 176 -9.0722106e-01 7.68e-03 2.52e-04  -6.3 8.73e-02    -  1.00e+00 1.00e+00h  1
 177 -9.0719795e-01 1.69e-03 1.45e-02 -11.0 4.05e-02    -  4.51e-01 7.83e-01h  1
 178 -9.0717560e-01 2.67e-04 2.40e-04  -6.6 1.63e-02    -  1.00e+00 1.00e+00h  1
 179 -9.0717518e-01 3.11e-05 2.11e-04  -6.6 4.23e-03    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 180 -9.0717619e-01 3.34e-05 3.07e-04  -6.6 4.49e-03    -  1.00e+00 1.00e+00h  1
